routing,ts,type,client,server,proto,rate,load_factor,status,response_ms,severity,rebuffer,buffer_ratio
hybrid,1785406327.9541676,http,home1,origin,tcp,GET:medium.bin,,200.0,87.23,,,
hybrid,1785406329.259479,dns,home2,isp_gw,udp,7K,0.38,,,,,
hybrid,1785406329.4485106,http,corp2,cdn1,tcp,GET:small.bin,,200.0,149.04,,,
hybrid,1785406330.304592,web,corp1,cdn1,tcp,129K,0.36,,,,,
hybrid,1785406330.7482,http,corp1,cdn1,tcp,GET:medium.bin,,200.0,287.19,,,
hybrid,1785406331.7219903,cloud,corp1,cdn2,tcp,974K,0.41,,,,,
hybrid,1785406332.6593442,http,corp1,isp_gw,tcp,POST:medium.bin,,200.0,938.45,,,
hybrid,1785406333.571308,burst,"mob1,home2,home1",origin,tcp,high,0.45,,,,,
hybrid,1785406333.6927097,dns,mob1,isp_gw,udp,3K,0.39,,,,,
hybrid,1785406334.5801694,http,home1,root1,tcp,POST:index.html,,200.0,925.84,,,
hybrid,1785406335.5770695,dns,corp1,isp_gw,udp,6K,0.38,,,,,
hybrid,1785406335.8951478,http,mob2,isp_gw,tcp,GET:index.html,,200.0,250.63,,,
hybrid,1785406336.4285865,video,home1,isp_gw,udp,1737K,0.44,,,,,
hybrid,1785406337.0936215,http,home1,isp_gw,tcp,GET:index.html,,200.0,102.46,,,
hybrid,1785406337.120885,https,home2,isp_gw,tcp,338K,0.39,,,,,
hybrid,1785406337.9935448,streaming,home2,isp_gw,tcp,1527K,0.45,,,,,
hybrid,1785406338.9313157,voip,mob1,isp_gw,udp,31K,0.43,,,,,
hybrid,1785406338.9363546,http,home2,isp_gw,tcp,GET:large.bin,,200.0,1039.3,,,
hybrid,1785406339.6968656,http,mob2,cdn2,tcp,GET:index.html,,404.0,319.39,,,
hybrid,1785406340.3279862,iot,home2,cdn2,udp,0K,0.41,,,,,
hybrid,1785406340.7641118,web,corp2,isp_gw,tcp,280K,0.44,,,,,
hybrid,1785406341.087617,http,mob1,origin,tcp,GET:medium.bin,,200.0,131.54,,,
hybrid,1785406342.560626,cloud,home2,origin,tcp,185K,0.38,,,,,
hybrid,1785406343.3193984,http,home1,cdn2,tcp,GET:large.bin,,200.0,1507.55,,,
hybrid,1785406344.0728738,bulk,home2,root1,tcp,2246K,0.45,,,,,
hybrid,1785406344.782625,http,corp2,cdn2,tcp,GET:medium.bin,,200.0,296.08,,,
hybrid,1785406345.5350003,http,corp2,origin,tcp,GET:medium.bin,,200.0,77.38,,,
hybrid,1785406345.727161,p2p,corp2,cdn1,tcp,1955K,0.41,,,,,
hybrid,1785406346.109462,email,mob1,cdn2,tcp,58K,0.46,,,,,
hybrid,1785406346.6669316,http,corp1,cdn1,tcp,GET:medium.bin,,200.0,287.69,,,
hybrid,1785406347.174684,http,home1,root1,tcp,GET:index.html,,200.0,156.63,,,
hybrid,1785406347.5206954,video,corp2,cdn2,udp,495K,0.43,,,,,
hybrid,1785406347.8580694,video,home1,root1,udp,733K,0.47,,,,,
hybrid,1785406348.6580286,http,mob1,isp_gw,tcp,GET:small.bin,,200.0,193.7,,,
hybrid,1785406349.0023162,dns,mob2,cdn2,udp,5K,0.4,,,,,
hybrid,1785406349.7915704,bulk,corp2,root1,tcp,787K,0.39,,,,,
hybrid,1785406350.2492187,video,mob1,cdn1,udp,2255K,0.48,,,,,
hybrid,1785406350.476198,http,mob1,root1,tcp,GET:large.bin,,200.0,818.53,,,
hybrid,1785406350.927089,abr_stream,mob2,root1,tcp,480p:1778K,,,,,True,0.55
hybrid,1785406351.9075117,web,home2,isp_gw,tcp,527K,0.43,,,,,
hybrid,1785406352.5809145,bulk,mob2,isp_gw,tcp,2458K,0.43,,,,,
hybrid,1785406353.0422835,streaming,home2,cdn1,tcp,1108K,0.42,,,,,
hybrid,1785406353.7645397,http,home2,origin,tcp,GET:small.bin,,200.0,2860.8,,,
hybrid,1785406353.8134563,bulk,corp1,cdn2,tcp,3245K,0.45,,,,,
hybrid,1785406354.5909276,anomaly:brute_force,corp1,cdn1,tcp,http_brute_force,,,,high,,
hybrid,1785406354.677231,http,mob2,isp_gw,tcp,GET:large.bin,,200.0,0.01,,,
hybrid,1785406354.986613,abr_stream,mob2,root1,tcp,360p:683K,,,,,True,0.77
hybrid,1785406356.3000534,http,corp2,cdn2,tcp,GET:index.html,,200.0,147.29,,,
hybrid,1785406356.4612634,streaming,mob2,cdn1,tcp,1540K,0.48,,,,,
hybrid,1785406357.9367125,email,mob1,isp_gw,tcp,41K,0.46,,,,,
hybrid,1785406358.6541357,http,corp2,isp_gw,tcp,POST:medium.bin,,200.0,961.9,,,
hybrid,1785406358.9165895,bulk,home2,isp_gw,tcp,2305K,0.47,,,,,
hybrid,1785406359.8939323,streaming,corp2,isp_gw,tcp,1709K,0.49,,,,,
hybrid,1785406360.145996,http,mob2,cdn1,tcp,GET:large.bin,,200.0,0.01,,,
hybrid,1785406360.8049223,abr_stream,mob2,root1,tcp,240p:304K,,,,,True,0.53
hybrid,1785406361.0840054,video,corp2,isp_gw,udp,237K,0.41,,,,,
hybrid,1785406361.2876823,http,mob1,cdn1,tcp,GET:medium.bin,,200.0,519.67,,,
hybrid,1785406362.39841,http,corp1,isp_gw,tcp,GET:medium.bin,,200.0,78.16,,,
hybrid,1785406363.0356033,voip,mob1,origin,udp,24K,0.47,,,,,
hybrid,1785406363.3121383,http,corp1,root1,tcp,GET:small.bin,,200.0,134.08,,,
hybrid,1785406363.895946,web,home1,cdn1,tcp,95K,0.44,,,,,
hybrid,1785406364.1170282,http,corp1,cdn2,tcp,GET:index.html,,200.0,143.33,,,
hybrid,1785406365.133542,p2p,mob2,isp_gw,tcp,1731K,0.47,,,,,
hybrid,1785406365.9776185,web,mob2,root1,tcp,487K,0.48,,,,,
hybrid,1785406366.3607252,http,mob2,cdn1,tcp,GET:medium.bin,,200.0,1767.81,,,
hybrid,1785406366.7608082,video,mob1,isp_gw,udp,1190K,0.48,,,,,
hybrid,1785406367.3203914,https,corp2,root1,tcp,488K,0.45,,,,,
hybrid,1785406367.4288633,http,home1,cdn2,tcp,GET:small.bin,,200.0,0.01,,,
hybrid,1785406368.6863184,web,home2,cdn2,tcp,292K,0.49,,,,,
hybrid,1785406369.3425891,http,corp1,cdn1,tcp,POST:medium.bin,,200.0,960.75,,,
hybrid,1785406370.338342,anomaly:udp_flood,corp2,isp_gw,udp,port=53 count=129,,,,critical,,
hybrid,1785406370.4925077,bulk,home1,isp_gw,tcp,3126K,0.45,,,,,
hybrid,1785406370.5483482,http,home1,origin,tcp,GET:medium.bin,,404.0,94.07,,,
hybrid,1785406372.2579677,web,corp2,root1,tcp,281K,0.43,,,,,
hybrid,1785406372.262389,http,mob1,origin,tcp,POST:large.bin,,200.0,960.21,,,
hybrid,1785406372.9369547,web,home2,isp_gw,tcp,448K,0.47,,,,,
hybrid,1785406373.3348267,http,home2,origin,tcp,GET:small.bin,,200.0,97.57,,,
hybrid,1785406374.461131,dns,corp1,origin,udp,9K,0.51,,,,,
hybrid,1785406374.9434838,cloud,corp1,isp_gw,tcp,1083K,0.47,,,,,
hybrid,1785406375.1465824,http,home1,root1,tcp,POST:index.html,,200.0,926.27,,,
hybrid,1785406376.0289605,bulk,mob2,cdn2,tcp,1066K,0.52,,,,,
hybrid,1785406376.4992914,dns,home1,cdn2,udp,8K,0.47,,,,,
hybrid,1785406377.1245654,http,home2,root1,tcp,GET:large.bin,,404.0,590.59,,,
hybrid,1785406377.862321,web,home1,cdn1,tcp,727K,0.49,,,,,
hybrid,1785406378.4965482,web,mob1,root1,tcp,435K,0.54,,,,,
hybrid,1785406378.6097844,http,corp1,root1,tcp,GET:medium.bin,,200.0,267.04,,,
hybrid,1785406380.1089656,http,mob1,isp_gw,tcp,POST:large.bin,,200.0,940.32,,,
hybrid,1785406380.316719,congestion_gen,all_clients,origin,tcp,15Mbps_link,0.54,,,,,
hybrid,1785406380.3437223,bulk,home2,root1,tcp,3528K,0.53,,,,,
hybrid,1785406380.887674,web,home1,isp_gw,tcp,849K,0.47,,,,,
hybrid,1785406380.935594,abr_stream,mob1,origin,tcp,480p:1771K,,,,,False,22.99
hybrid,1785406381.065909,abr_stream,mob1,origin,tcp,720p:3041K,,,,,False,30.69
hybrid,1785406381.5922103,http,corp1,root1,tcp,GET:large.bin,,304.0,626.02,,,
hybrid,1785406381.6286256,web,mob2,cdn2,tcp,228K,0.52,,,,,
hybrid,1785406382.2194278,abr_stream,mob1,origin,tcp,1080p:5560K,,,,,False,2.16
hybrid,1785406382.350477,abr_stream,mob1,origin,tcp,4K:12168K,,,,,False,28.02
hybrid,1785406382.4810634,abr_stream,mob1,origin,tcp,4K:12688K,,,,,False,22.06
hybrid,1785406382.6209958,https,corp2,cdn1,tcp,646K,0.52,,,,,
hybrid,1785406383.2400875,http,home1,cdn2,tcp,GET:medium.bin,,404.0,337.98,,,
hybrid,1785406383.4691606,email,corp1,root1,tcp,65K,0.51,,,,,
hybrid,1785406383.6274502,abr_stream,mob1,origin,tcp,4K:17930K,,,,,False,3.08
hybrid,1785406383.7578783,abr_stream,mob1,origin,tcp,4K:16595K,,,,,False,28.38
hybrid,1785406383.889006,abr_stream,mob1,origin,tcp,4K:14297K,,,,,False,20.25
hybrid,1785406384.2736368,bulk,corp2,isp_gw,tcp,2365K,0.48,,,,,
hybrid,1785406384.31886,burst,"corp2,home1,corp1",cdn2,tcp,high,0.47,,,,,
hybrid,1785406384.9936724,http,home1,isp_gw,tcp,POST:small.bin,,200.0,950.04,,,
hybrid,1785406385.0213468,https,mob1,cdn2,tcp,480K,0.53,,,,,
hybrid,1785406385.749636,http,home1,origin,tcp,GET:large.bin,,200.0,86.75,,,
hybrid,1785406386.063841,dns,home1,root1,udp,6K,0.53,,,,,
hybrid,1785406386.40519,voip,mob2,origin,udp,27K,0.46,,,,,
hybrid,1785406386.4092906,http,corp1,origin,tcp,GET:large.bin,,200.0,74.9,,,
hybrid,1785406387.7475183,http,corp1,cdn2,tcp,GET:index.html,,301.0,144.11,,,
hybrid,1785406389.074083,video,corp2,cdn1,udp,344K,0.48,,,,,
hybrid,1785406389.2998838,http,corp1,cdn1,tcp,GET:small.bin,,200.0,144.92,,,
hybrid,1785406389.544055,voip,home2,origin,udp,31K,0.55,,,,,
hybrid,1785406390.2929013,web,mob1,cdn2,tcp,763K,0.48,,,,,
hybrid,1785406390.5355775,http,mob2,isp_gw,tcp,GET:medium.bin,,200.0,758.59,,,
hybrid,1785406391.6384163,dns,home2,root1,udp,3K,0.53,,,,,
hybrid,1785406392.0548215,web,mob2,cdn1,tcp,347K,0.57,,,,,
hybrid,1785406392.3275957,http,corp1,cdn2,tcp,GET:large.bin,,200.0,673.99,,,
hybrid,1785406392.563532,dns,home1,cdn1,udp,4K,0.52,,,,,
hybrid,1785406393.1982718,bulk,home2,cdn1,tcp,1932K,0.52,,,,,
hybrid,1785406393.4817698,http,corp2,cdn1,tcp,GET:small.bin,,200.0,148.75,,,
hybrid,1785406393.692716,web,mob2,cdn1,tcp,1084K,0.56,,,,,
hybrid,1785406394.8657851,abr_stream,mob2,isp_gw,tcp,480p:1342K,,,,,False,9.71
hybrid,1785406395.1152909,abr_stream,mob2,isp_gw,tcp,720p:3250K,,,,,False,13.92
hybrid,1785406395.2238517,http,mob1,isp_gw,tcp,GET:medium.bin,,200.0,386.02,,,
hybrid,1785406395.364676,abr_stream,mob2,isp_gw,tcp,1080p:6870K,,,,,False,11.53
hybrid,1785406395.4238892,ssh,home2,root1,tcp,7K,0.51,,,,,
hybrid,1785406395.6142063,abr_stream,mob2,isp_gw,tcp,4K:13024K,,,,,False,12.59
hybrid,1785406395.8637064,abr_stream,mob2,isp_gw,tcp,4K:17613K,,,,,False,10.37
hybrid,1785406396.113197,abr_stream,mob2,isp_gw,tcp,4K:16838K,,,,,False,9.33
hybrid,1785406396.3626711,abr_stream,mob2,isp_gw,tcp,4K:14883K,,,,,False,12.53
hybrid,1785406396.6121285,abr_stream,mob2,isp_gw,tcp,4K:13192K,,,,,False,11.58
hybrid,1785406397.3313289,web,home1,root1,tcp,168K,0.55,,,,,
hybrid,1785406397.5431802,http,home2,cdn1,tcp,POST:small.bin,,200.0,951.23,,,
hybrid,1785406398.386582,http,home2,root1,tcp,POST:index.html,,200.0,0.01,,,
hybrid,1785406398.6407945,p2p,home1,isp_gw,tcp,420K,0.51,,,,,
hybrid,1785406398.9497485,web,home2,isp_gw,tcp,649K,0.51,,,,,
hybrid,1785406400.0453668,http,mob2,cdn2,tcp,GET:index.html,,200.0,315.7,,,
hybrid,1785406400.6086683,streaming,home1,cdn2,tcp,1431K,0.55,,,,,
hybrid,1785406401.1291022,http,corp2,cdn2,tcp,GET:large.bin,,200.0,692.95,,,
hybrid,1785406402.2034678,p2p,corp2,cdn1,tcp,976K,0.56,,,,,
hybrid,1785406402.6214235,http,corp2,isp_gw,tcp,GET:medium.bin,,200.0,85.86,,,
hybrid,1785406402.9077911,web,corp2,cdn1,tcp,73K,0.53,,,,,
hybrid,1785406403.533738,https,corp2,root1,tcp,1132K,0.54,,,,,
hybrid,1785406403.6028986,http,home2,cdn2,tcp,GET:small.bin,,200.0,192.21,,,
hybrid,1785406404.8034558,http,home1,origin,tcp,GET:index.html,,200.0,0.01,,,
hybrid,1785406405.473659,iot,home2,cdn1,udp,5K,0.56,,,,,
hybrid,1785406406.037941,http,corp1,isp_gw,tcp,GET:large.bin,,200.0,150.71,,,
hybrid,1785406406.9173267,http,corp1,cdn1,tcp,GET:index.html,,301.0,144.05,,,
hybrid,1785406407.2500284,video,mob2,cdn2,udp,898K,0.52,,,,,
hybrid,1785406408.3884492,iot,corp2,root1,udp,1K,0.55,,,,,
hybrid,1785406408.7196662,http,home2,cdn2,tcp,GET:medium.bin,,200.0,800.27,,,
hybrid,1785406409.066026,anomaly:port_scan,corp1,root1,tcp,ports=143-160,,,,medium,,
hybrid,1785406409.0882344,video,mob2,isp_gw,udp,2386K,0.53,,,,,
hybrid,1785406410.1784868,http,corp2,root1,tcp,POST:small.bin,,200.0,958.36,,,
hybrid,1785406410.424994,dns,corp1,root1,udp,10K,0.56,,,,,
hybrid,1785406411.2011423,ssh,corp2,root1,tcp,7K,0.53,,,,,
hybrid,1785406412.2367773,http,corp1,cdn1,tcp,GET:large.bin,,200.0,674.37,,,
hybrid,1785406412.884532,https,home2,isp_gw,tcp,791K,0.56,,,,,
hybrid,1785406413.2008386,gaming,corp2,cdn1,udp,76K,0.6,,,,,
hybrid,1785406413.5288,web,home1,cdn1,tcp,183K,0.54,,,,,
hybrid,1785406414.365532,web,mob1,cdn2,tcp,924K,0.61,,,,,
hybrid,1785406414.3659475,http,mob1,cdn2,tcp,GET:medium.bin,,200.0,635.53,,,
hybrid,1785406414.9512944,ssh,home2,root1,tcp,27K,0.59,,,,,
hybrid,1785406415.0665455,anomaly:port_scan,corp1,origin,tcp,ports=124-129,,,,medium,,
hybrid,1785406415.193133,http,corp2,root1,tcp,GET:index.html,,200.0,136.41,,,
hybrid,1785406415.2572634,streaming,mob2,root1,tcp,1797K,0.53,,,,,
hybrid,1785406416.4807477,http,mob1,cdn2,tcp,GET:index.html,,200.0,0.01,,,
hybrid,1785406417.150386,web,corp1,cdn2,tcp,980K,0.58,,,,,
hybrid,1785406417.505389,http,home1,cdn2,tcp,GET:index.html,,200.0,168.11,,,
hybrid,1785406418.6031497,video,home1,cdn2,udp,2341K,0.62,,,,,
hybrid,1785406418.7349856,http,home2,cdn1,tcp,GET:medium.bin,,200.0,382.85,,,
hybrid,1785406419.6265955,http,mob2,isp_gw,tcp,GET:index.html,,200.0,250.44,,,
hybrid,1785406420.424926,video,corp1,origin,udp,2321K,0.63,,,,,
hybrid,1785406420.8571453,http,corp1,cdn1,tcp,GET:small.bin,,200.0,144.71,,,
hybrid,1785406423.1086936,video,corp2,cdn2,udp,793K,0.6,,,,,
hybrid,1785406423.350032,http,mob2,cdn2,tcp,GET:index.html,,200.0,315.47,,,
hybrid,1785406423.4376605,video,mob2,cdn2,udp,1207K,0.6,,,,,
hybrid,1785406423.7396486,dns,corp1,isp_gw,udp,11K,0.59,,,,,
hybrid,1785406424.744182,burst,"mob2,home2,mob1",origin,tcp,high,0.61,,,,,
hybrid,1785406425.301083,http,corp1,cdn2,tcp,GET:large.bin,,200.0,674.3,,,
hybrid,1785406425.561306,streaming,home2,cdn2,tcp,1494K,0.58,,,,,
hybrid,1785406426.520337,http,mob2,cdn2,tcp,GET:medium.bin,,200.0,639.94,,,
hybrid,1785406427.1912787,p2p,corp2,root1,tcp,900K,0.57,,,,,
hybrid,1785406427.7562544,http,mob1,root1,tcp,GET:small.bin,,200.0,247.51,,,
hybrid,1785406428.192148,http,home1,isp_gw,tcp,GET:large.bin,,200.0,0.01,,,
hybrid,1785406428.6607535,cloud,home1,root1,tcp,137K,0.63,,,,,
hybrid,1785406429.7423637,congestion_gen,all_clients,root1,tcp,15Mbps_link,0.58,,,,,
hybrid,1785406429.897684,http,corp1,root1,tcp,POST:medium.bin,,200.0,948.86,,,
hybrid,1785406430.087737,email,corp1,cdn2,tcp,44K,0.59,,,,,
hybrid,1785406431.4738328,http,home1,root1,tcp,GET:large.bin,,200.0,474.15,,,
hybrid,1785406431.6663315,streaming,corp2,cdn1,tcp,1383K,0.57,,,,,
hybrid,1785406432.3666296,http,corp2,origin,tcp,GET:large.bin,,200.0,77.45,,,
hybrid,1785406433.3324523,http,home2,origin,tcp,GET:index.html,,200.0,97.85,,,
hybrid,1785406433.647675,voip,mob1,root1,udp,39K,0.64,,,,,
hybrid,1785406434.6934395,http,mob2,root1,tcp,GET:small.bin,,200.0,0.02,,,
hybrid,1785406435.3080993,bulk,mob2,isp_gw,tcp,2402K,0.63,,,,,
hybrid,1785406435.9249084,http,corp2,cdn2,tcp,GET:small.bin,,200.0,170.28,,,
hybrid,1785406436.4559965,http,home1,origin,tcp,GET:large.bin,,200.0,87.09,,,
hybrid,1785406436.9605234,video,corp1,root1,udp,2252K,0.62,,,,,
hybrid,1785406438.2219226,dns,corp1,root1,udp,6K,0.59,,,,,
hybrid,1785406438.5522745,http,home2,cdn2,tcp,POST:medium.bin,,200.0,1005.49,,,
hybrid,1785406438.7567785,streaming,mob2,cdn1,tcp,1221K,0.65,,,,,
hybrid,1785406439.4197214,abr_stream,home1,isp_gw,tcp,480p:1759K,,,,,False,27.8
hybrid,1785406439.521736,abr_stream,home1,isp_gw,tcp,720p:2894K,,,,,False,34.72
hybrid,1785406439.623322,abr_stream,home1,isp_gw,tcp,1080p:5021K,,,,,False,24.46
hybrid,1785406439.6725264,bulk,mob1,root1,tcp,3362K,0.61,,,,,
hybrid,1785406439.7250142,abr_stream,home1,isp_gw,tcp,4K:14864K,,,,,False,31.41
hybrid,1785406439.8264804,abr_stream,home1,isp_gw,tcp,4K:14278K,,,,,False,31.88
hybrid,1785406439.832543,http,mob2,root1,tcp,GET:index.html,,200.0,304.99,,,
hybrid,1785406440.2098453,video,corp2,origin,udp,492K,0.58,,,,,
hybrid,1785406441.035165,http,mob2,root1,tcp,GET:medium.bin,,200.0,621.24,,,
hybrid,1785406441.7321985,web,home1,cdn1,tcp,1090K,0.58,,,,,
hybrid,1785406442.9626384,http,corp2,cdn1,tcp,GET:large.bin,,200.0,693.09,,,
hybrid,1785406443.3672168,iot,mob2,root1,udp,6K,0.66,,,,,
hybrid,1785406443.446914,http,home1,root1,tcp,GET:small.bin,,200.0,159.33,,,
hybrid,1785406444.3311331,web,corp1,cdn2,tcp,1187K,0.64,,,,,
hybrid,1785406445.0848432,web,corp2,origin,tcp,627K,0.66,,,,,
hybrid,1785406445.5259893,dns,mob1,cdn2,udp,13K,0.67,,,,,
hybrid,1785406445.8797712,http,mob2,root1,tcp,POST:large.bin,,301.0,957.31,,,
hybrid,1785406446.509277,http,home1,origin,tcp,GET:small.bin,,200.0,87.57,,,
hybrid,1785406446.6308055,video,mob2,cdn2,udp,3048K,0.61,,,,,
hybrid,1785406447.3302183,https,mob2,root1,tcp,1314K,0.66,,,,,
hybrid,1785406447.623563,http,mob2,cdn1,tcp,GET:small.bin,,200.0,320.31,,,
hybrid,1785406448.0094633,http,mob1,cdn1,tcp,GET:index.html,,200.0,0.01,,,
hybrid,1785406448.6458397,web,mob1,isp_gw,tcp,205K,0.64,,,,,
hybrid,1785406448.8121777,http,corp1,origin,tcp,GET:medium.bin,,200.0,75.63,,,
hybrid,1785406449.66172,http,home1,root1,tcp,GET:medium.bin,,301.0,316.67,,,
hybrid,1785406449.8373003,streaming,mob2,isp_gw,tcp,1069K,0.62,,,,,
hybrid,1785406450.5378084,http,home2,cdn1,tcp,GET:medium.bin,,200.0,0.01,,,
hybrid,1785406450.568988,video,mob1,isp_gw,udp,1421K,0.66,,,,,
hybrid,1785406451.6124165,video,home1,root1,udp,1676K,0.67,,,,,
hybrid,1785406451.9081943,http,home1,cdn2,tcp,GET:small.bin,,200.0,170.13,,,
hybrid,1785406452.9750276,dns,mob2,root1,udp,11K,0.66,,,,,
hybrid,1785406453.3463972,http,corp2,cdn2,tcp,POST:index.html,,200.0,961.58,,,
hybrid,1785406453.7455058,burst,"mob1,corp1,corp2",isp_gw,tcp,high,0.63,,,,,
hybrid,1785406455.6082313,video,corp1,origin,udp,837K,0.68,,,,,
hybrid,1785406455.977476,web,corp1,cdn1,tcp,779K,0.66,,,,,
hybrid,1785406457.756756,video,corp1,origin,udp,2141K,0.65,,,,,
hybrid,1785406457.915475,http,mob2,cdn1,tcp,GET:large.bin,,200.0,2523.02,,,
hybrid,1785406459.3372216,http,home2,cdn2,tcp,GET:small.bin,,200.0,192.26,,,
hybrid,1785406459.6516535,dns,corp1,cdn1,udp,11K,0.62,,,,,
hybrid,1785406461.0153103,http,home2,cdn1,tcp,POST:medium.bin,,200.0,962.08,,,
hybrid,1785406461.605501,ssh,mob2,cdn2,tcp,10K,0.65,,,,,
hybrid,1785406462.670842,http,home2,cdn2,tcp,POST:small.bin,,200.0,925.46,,,
hybrid,1785406463.141601,http,corp1,cdn2,tcp,GET:small.bin,,200.0,144.72,,,
hybrid,1785406463.4709218,video,home1,isp_gw,udp,3398K,0.7,,,,,
hybrid,1785406463.5291278,anomaly:ping_sweep,home2,cdn1,icmp,subnet=10.4.0.0/24,,,,low,,
hybrid,1785406464.395522,http,corp1,cdn1,tcp,POST:large.bin,,200.0,920.25,,,
hybrid,1785406464.949709,dns,corp1,root1,udp,10K,0.62,,,,,
hybrid,1785406465.8956387,http,corp1,origin,tcp,GET:large.bin,,500.0,74.99,,,
hybrid,1785406466.889734,bulk,corp1,cdn2,tcp,2872K,0.62,,,,,
hybrid,1785406467.6508708,http,corp2,root1,tcp,GET:medium.bin,,500.0,273.95,,,
hybrid,1785406468.4596071,web,mob1,isp_gw,tcp,1294K,0.66,,,,,
hybrid,1785406468.5086958,congestion_gen,all_clients,origin,tcp,15Mbps_link,0.65,,,,,
hybrid,1785406468.6875184,abr_stream,home2,origin,tcp,480p:1214K,,,,,False,29.31
hybrid,1785406468.7838707,abr_stream,home2,origin,tcp,720p:2541K,,,,,False,23.4
hybrid,1785406468.8801985,abr_stream,home2,origin,tcp,1080p:6272K,,,,,False,32.59
hybrid,1785406468.976557,abr_stream,home2,origin,tcp,4K:12443K,,,,,False,33.78
hybrid,1785406469.0729132,abr_stream,home2,origin,tcp,4K:17241K,,,,,False,36.06
hybrid,1785406469.1692836,abr_stream,home2,origin,tcp,4K:17825K,,,,,False,20.08
hybrid,1785406469.2658474,abr_stream,home2,origin,tcp,4K:16604K,,,,,False,34.31
hybrid,1785406470.0294237,video,mob2,cdn1,udp,2970K,0.63,,,,,
hybrid,1785406471.6257925,http,mob2,root1,tcp,GET:large.bin,,304.0,3172.66,,,
hybrid,1785406471.91316,voip,mob1,cdn1,udp,40K,0.7,,,,,
hybrid,1785406472.843895,http,home1,origin,tcp,GET:medium.bin,,200.0,86.75,,,
hybrid,1785406473.8252769,http,mob1,origin,tcp,GET:medium.bin,,200.0,130.91,,,
hybrid,1785406473.8677127,video,home1,origin,udp,381K,0.7,,,,,
hybrid,1785406474.8848386,http,mob2,origin,tcp,GET:index.html,,200.0,173.66,,,
hybrid,1785406475.213981,web,corp2,cdn1,tcp,480K,0.64,,,,,
hybrid,1785406476.3685915,http,mob2,cdn2,tcp,GET:index.html,,200.0,315.4,,,
hybrid,1785406476.845867,bulk,home2,isp_gw,tcp,5374K,0.68,,,,,
hybrid,1785406477.2660582,abr_stream,mob2,isp_gw,tcp,480p:1752K,,,,,False,38.18
hybrid,1785406477.2661471,abr_stream,mob2,isp_gw,tcp,720p:2989K,,,,,False,39.89
hybrid,1785406477.2661643,abr_stream,mob2,isp_gw,tcp,1080p:5289K,,,,,False,37.92
hybrid,1785406477.266177,abr_stream,mob2,isp_gw,tcp,4K:16622K,,,,,False,28.81
hybrid,1785406477.2661877,abr_stream,mob2,isp_gw,tcp,4K:15097K,,,,,False,27.69
hybrid,1785406477.474105,http,corp2,cdn1,tcp,GET:large.bin,,200.0,0.01,,,
hybrid,1785406477.9586267,web,home2,cdn1,tcp,544K,0.67,,,,,
hybrid,1785406478.0746818,http,home2,cdn1,tcp,GET:index.html,,200.0,187.65,,,
hybrid,1785406478.562527,http,mob2,cdn2,tcp,GET:index.html,,404.0,0.01,,,
hybrid,1785406479.7151363,web,mob2,cdn1,tcp,904K,0.64,,,,,
hybrid,1785406480.317969,web,home2,isp_gw,tcp,86K,0.71,,,,,
hybrid,1785406480.970078,http,mob2,root1,tcp,GET:large.bin,,200.0,1116.37,,,
hybrid,1785406481.3753114,video,corp2,root1,udp,1776K,0.65,,,,,
hybrid,1785406482.5013683,http,corp2,cdn1,tcp,GET:index.html,,200.0,147.33,,,
hybrid,1785406482.8701923,ssh,corp1,cdn2,tcp,8K,0.63,,,,,
hybrid,1785406483.2027218,http,corp2,cdn2,tcp,GET:small.bin,,200.0,149.26,,,
hybrid,1785406483.67918,http,home1,isp_gw,tcp,GET:small.bin,,200.0,104.91,,,
hybrid,1785406483.76793,web,mob2,isp_gw,tcp,338K,0.69,,,,,
hybrid,1785406484.8485174,http,mob2,cdn2,tcp,GET:small.bin,,301.0,320.28,,,
hybrid,1785406485.0826812,streaming,home2,origin,tcp,1911K,0.7,,,,,
hybrid,1785406485.7459786,http,home2,root1,tcp,GET:medium.bin,,200.0,361.12,,,
hybrid,1785406485.891719,video,mob1,root1,udp,3295K,0.67,,,,,
hybrid,1785406488.6757357,https,mob1,root1,tcp,372K,0.66,,,,,
hybrid,1785406488.8567145,http,home1,origin,tcp,POST:small.bin,,200.0,1948.07,,,
hybrid,1785406489.457012,http,mob2,isp_gw,tcp,GET:small.bin,,200.0,255.51,,,
hybrid,1785406490.177771,bulk,mob1,cdn2,tcp,4696K,0.72,,,,,
hybrid,1785406490.8989394,http,home1,cdn1,tcp,GET:medium.bin,,404.0,0.01,,,
hybrid,1785406491.3191998,http,corp1,origin,tcp,GET:index.html,,200.0,75.7,,,
hybrid,1785406491.6712894,https,mob2,cdn1,tcp,464K,0.73,,,,,
hybrid,1785406492.1586602,http,home2,cdn1,tcp,GET:small.bin,,200.0,192.08,,,
hybrid,1785406492.365696,web,mob2,cdn1,tcp,493K,0.67,,,,,
hybrid,1785406493.4045606,streaming,corp2,origin,tcp,1560K,0.69,,,,,
hybrid,1785406493.5650747,http,home2,root1,tcp,POST:medium.bin,,200.0,913.89,,,
hybrid,1785406493.7459395,bulk,corp1,cdn1,tcp,1624K,0.67,,,,,
hybrid,1785406494.1460617,https,mob1,root1,tcp,293K,0.66,,,,,
hybrid,1785406494.4995844,anomaly:port_scan,corp1,cdn2,tcp,ports=616-631,,,,medium,,
hybrid,1785406495.271702,web,corp1,origin,tcp,859K,0.72,,,,,
